place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere,to_be_removed
,,,,,,disrespectful clerk stale art,,,,Negative,Negative,
,,,,,,over-sweetened delicacy poor team depressing lighting,,,Negative,Negative,Negative,
,,,,,,overbearing reservation unwelcoming mood,,,,Negative,Negative,
,,,,,,awful fish rude account manager cold outdoor,,,Negative,Negative,Negative,
,,,,,,awkward security shabby ambiance,,,,Negative,Negative,
,,,,,,gross paella unfriendly guide uninviting space,,,Negative,Negative,Negative,
,,,,,,clumsy manager uninviting space,,,,Negative,Negative,
,,,,,,underseasoned cocktail unpleasant team unpleasant sound,,,Negative,Negative,Negative,
,,,,,,disorganized attendant overcrowded warmth,,,,Negative,Negative,
,,,,,,bland gravy annoying order confirmation stressful indoor,,,Negative,Negative,Negative,
,,,,,,unhelpful help desk unbalanced space,,,,Negative,Negative,
,,,,,,unfresh tofu overwhelmed valet stale interior,,,Negative,Negative,Negative,
,,,,,,unpleasant housekeeper disorienting comfort,,,,Negative,Negative,
,,,,,,spoiled chocolate careless chef dull warmth,,,Negative,Negative,Negative,
,,,,,,hasty chatbot too loud temperature,,,,Negative,Negative,
,,,,,,stinky quiche unhelpful valet stuffy energy,,,Negative,Negative,Negative,
,,,,,,dismissive chef bland structure,,,,Negative,Negative,
,,,,,,over-sweetened noodles disorganized e-commerce shabby vibe,,,Negative,Negative,Negative,
,,,,,,unpleasant clerk unpleasant surroundings,,,,Negative,Negative,
,,,,,,cold buffet irritating remote service chaotic furnishing,,,Negative,Negative,Negative,
,,,,,,nonchalant caregiver unromantic decor,,,,Negative,Negative,
,,,,,,underseasoned snack hostile order taker unfriendly surroundings,,,Negative,Negative,Negative,
,,,,,,overworked bartender stressful decor,,,,Negative,Negative,
,,,,,,unfresh gravy irritating virtual assistant unpleasant layout,,,Negative,Negative,Negative,
,,,,,,impolite bartender soulless charm,,,,Negative,Negative,
,,,,,,greasy entrée disengaged delivery person cold structure,,,Negative,Negative,Negative,
,,,,,,unpleasant service desk bland warmth,,,,Negative,Negative,
,,,,,,underseasoned juice unresponsive team member unwelcoming outlook,,,Negative,Negative,Negative,
,,,,,,incompetent team member harsh coziness,,,,Negative,Negative,
,,,,,,soggy entree unfriendly server unsophisticated outdoor,,,Negative,Negative,Negative,
,,,,,,awkward chef stale background,,,,Negative,Negative,
,,,,,,stale quiche unfriendly assistant unpleasant feel,,,Negative,Negative,Negative,
,,,,,,overwhelmed security chaotic art,,,,Negative,Negative,
,,,,,,awful sandwich hostile host disorienting setting,,,Negative,Negative,Negative,
,,,,,,distracting host chaotic coziness,,,,Negative,Negative,
,,,,,,unhealthy breakfast incompetent live chat stale energy,,,Negative,Negative,Negative,
,,,,,,unhelpful order taker disagreeable space,,,,Negative,Negative,
,,,,,,tasteless entrée unpleasant caregiver isolated space,,,Negative,Negative,Negative,
,,,,,,awkward support uninviting space,,,,Negative,Negative,
,,,,,,smelly cookies unhelpful automated service stressful structure,,,Negative,Negative,Negative,
,,,,,,unaware reservation depressing design,,,,Negative,Negative,
,,,,,,bitter sausages unpleasant helper uninspiring decor,,,Negative,Negative,Negative,
,,,,,,careless attendant unbalanced space,,,,Negative,Negative,
,,,,,,tasteless cheese impolite online support unrelaxed comfort,,,Negative,Negative,Negative,
,,,,,,careless caregiver stressful music,,,,Negative,Negative,
,,,,,,stale burger unconsiderate order processing stale feel,,,Negative,Negative,Negative,
,,,,,,confused waiter cold space,,,,Negative,Negative,
,,,,,,dry fried rice awkward support hotline disorienting ambience,,,Negative,Negative,Negative,
,,,,,,inattentive receptionist chaotic visuals,,,,Negative,Negative,
,,,,,,gross sushi unskilled maintenance uncomfortable space,,,Negative,Negative,Negative,
,,,,,,disorganized maintenance unbalanced ambience,,,,Negative,Negative,
,,,,,,awful chips unskilled attendant depressing surroundings,,,Negative,Negative,Negative,
,,,,,,unaccommodating waitress stuffy outdoor,,,,Negative,Negative,
,,,,,,awful lunch nonchalant staff noisy comfort,,,Negative,Negative,Negative,
,,,,,,untrustworthy telephonic service cold atmosphere,,,,Negative,Negative,
,,,,,,cold treat overworked order taker isolated mood,,,Negative,Negative,Negative,
,,,,,,impolite busboy chaotic layout,,,,Negative,Negative,
,,,,,,rotten entree confused chatbot unsightly charm,,,Negative,Negative,Negative,
,,,,,,clumsy telephonic service disagreeable feel,,,,Negative,Negative,
,,,,,,unfresh platter arrogant waitress chaotic ambiance,,,Negative,Negative,Negative,
,,,,,,cold concierge unsophisticated style,,,,Negative,Negative,
,,,,,,dry wrap unpleasant caregiver unromantic sound,,,Negative,Negative,Negative,
,,,,,,irritating technician unrelaxed structure,,,,Negative,Negative,
,,,,,,bland rice inattentive helper soulless outdoor,,,Negative,Negative,Negative,
,,,,,,unprofessional service desk oppressive tone,,,,Negative,Negative,
,,,,,,soggy lasagna poor dishwasher unpleasant design,,,Negative,Negative,Negative,
,,,,,,unaware caretaker harsh energy,,,,Negative,Negative,
,,,,,,unhealthy rice unresponsive e-commerce uncomfortable coziness,,,Negative,Negative,Negative,
,,,,,,confused e-commerce unwelcoming outlook,,,,Negative,Negative,
,,,,,,overcooked soup disorganized cleaner unwelcoming space,,,Negative,Negative,Negative,
,,,,,,unpleasant customer support disorienting energy,,,,Negative,Negative,
,,,,,,overly greasy spread confused delivery unfriendly art,,,Negative,Negative,Negative,
,,,,,,awkward chef unpolished space,,,,Negative,Negative,
,,,,,,stale salad disrespectful call center cold temperature,,,Negative,Negative,Negative,
,,,,,,disrespectful dishwasher sterile warmth,,,,Negative,Negative,
,,,,,,lumpy noodles dismissive online ordering shabby tone,,,Negative,Negative,Negative,
,,,,,,disengaged online support isolated tone,,,,Negative,Negative,
,,,,,,disappointing dinner disorganized receptionist unsightly air,,,Negative,Negative,Negative,
,,,,,,disinterested check-in unwelcoming music,,,,Negative,Negative,
,,,,,,unpleasant fried rice unpleasant customer inquiry uncomfortable sight,,,Negative,Negative,Negative,
,,,,,,disorganized customer support uncomfortable music,,,,Negative,Negative,
,,,,,,dry pie untrustworthy waiter unsophisticated environment,,,Negative,Negative,Negative,
,,,,,,disengaged virtual assistant noisy furnishing,,,,Negative,Negative,
,,,,,,too salty appetizer unhelpful concierge too loud visuals,,,Negative,Negative,Negative,
,,,,,,inefficient concierge uninspiring music,,,,Negative,Negative,
,,,,,,disgusting quinoa awkward customer service harsh lighting air,,,Negative,Negative,Negative,
,,,,,,poor support hotline soulless ambiance,,,,Negative,Negative,
,,,,,,spoiled gravy arrogant manager oppressive setting,,,Negative,Negative,Negative,
,,,,,,unaware delivery person stale vibe,,,,Negative,Negative,
,,,,,,bland gravy unconsiderate security isolated charm,,,Negative,Negative,Negative,
,,,,,,unpleasant staff cold layout,,,,Negative,Negative,
,,,,,,overcooked lunch overwhelmed technician dirty sight,,,Negative,Negative,Negative,
,,,,,,nonchalant customer inquiry stuffy charm,,,,Negative,Negative,
,,,,,,rubbery meal awkward server uncomfortable furniture,,,Negative,Negative,Negative,
,,,,,,impolite online support uncomfortable mood,,,,Negative,Negative,
,,,,,,bland sandwich disrespectful delivery service overcrowded charm,,,Negative,Negative,Negative,
,,,,,,rude account manager noisy hospitality,,,,Negative,Negative,
,,,,,,rotten curry unconsiderate helper uncomfortable background,,,Negative,Negative,Negative,
,,,,,,overworked account manager dirty aura,,,,Negative,Negative,
,,,,,,disgusting casserole confused chef overcrowded setting,,,Negative,Negative,Negative,
,,,,,,cold dishwasher unwelcoming sight,,,,Negative,Negative,
,,,,,,mushy muffin confused customer care boring ambience,,,Negative,Negative,Negative,
,,,,,,dismissive support boring background,,,,Negative,Negative,
,,,,,,overcooked paella unaccommodating waiter stale hospitality,,,Negative,Negative,Negative,
,,,,,,cold busboy oppressive design,,,,Negative,Negative,
,,,,,,overly greasy paella unconsiderate helper dark surroundings,,,Negative,Negative,Negative,
,,,,,,clumsy concierge soulless space,,,,Negative,Negative,
,,,,,,dry tofu irritating order processing uncomfortable background,,,Negative,Negative,Negative,
,,,,,,cold support hotline gloomy furnishing,,,,Negative,Negative,
,,,,,,mushy gravy disinterested bellboy dirty layout,,,Negative,Negative,Negative,
,,,,,,dismissive account manager noisy outlook,,,,Negative,Negative,
,,,,,,too salty cocktail confused support hotline unfriendly furnishing,,,Negative,Negative,Negative,
,,,,,,inattentive online support harsh lighting outdoor,,,,Negative,Negative,
,,,,,,cold delicacy disorganized waiter unappealing outdoor,,,Negative,Negative,Negative,
,,,,,,unaccommodating dishwasher uninviting temperature,,,,Negative,Negative,
,,,,,,salty dessert disrespectful bartender dull style,,,Negative,Negative,Negative,
,,,,,,incompetent attendant stressful decor,,,,Negative,Negative,
,,,,,,underseasoned lasagna unfriendly online ordering unfriendly outdoor,,,Negative,Negative,Negative,
,,,,,,hostile digital assistant isolated tone,,,,Negative,Negative,
,,,,,,tasteless dinner unpleasant team member unwelcoming ambience,,,Negative,Negative,Negative,
,,,,,,unhelpful helper noisy ambiance,,,,Negative,Negative,
,,,,,,cold pasta untrustworthy delivery service unfriendly layout,,,Negative,Negative,Negative,
,,,,,,overworked busboy depressing hospitality,,,,Negative,Negative,
,,,,,,stringy curry annoying service desk noisy space,,,Negative,Negative,Negative,
,,,,,,rude guide noisy charm,,,,Negative,Negative,
,,,,,,inadequate tacos clumsy team overcrowded outlook,,,Negative,Negative,Negative,
,,,,,,distracting online support uncomfortable hospitality,,,,Negative,Negative,
,,,,,,rotten hamburger unresponsive caretaker unpleasant surroundings,,,Negative,Negative,Negative,
,,,,,,clumsy phone ordering unfriendly hospitality,,,,Negative,Negative,
,,,,,,smelly pie confused receptionist depressing style,,,Negative,Negative,Negative,
,,,,,,disengaged bellboy unpleasant vibe,,,,Negative,Negative,
,,,,,,stringy pancakes irritating online ordering isolated view,,,Negative,Negative,Negative,
,,,,,,slow online support too loud environment,,,,Negative,Negative,
,,,,,,dry gravy inefficient clerk unpleasant decor,,,Negative,Negative,Negative,
,,,,,,incompetent security too loud interior,,,,Negative,Negative,
,,,,,,gross sushi rolls nonchalant waitperson bland temperature,,,Negative,Negative,Negative,
,,,,,,arrogant host unappealing background,,,,Negative,Negative,
,,,,,,burnt banquet confused clerk harsh lighting furnishing,,,Negative,Negative,Negative,
,,,,,,nonchalant receptionist soulless hospitality,,,,Negative,Negative,
,,,,,,spoiled lunch unhelpful delivery service uninviting structure,,,Negative,Negative,Negative,
,,,,,,inadequate housekeeper disorienting decor,,,,Negative,Negative,
,,,,,,stale fried rice unskilled concierge harsh lighting setting,,,Negative,Negative,Negative,
,,,,,,disorganized waitperson unsightly sound,,,,Negative,Negative,
,,,,,,stringy fish unreliable delivery service unwelcoming furnishing,,,Negative,Negative,Negative,
,,,,,,inadequate team member gloomy hospitality,,,,Negative,Negative,
,,,,,,cold tea unconsiderate chatbot boring furniture,,,Negative,Negative,Negative,
,,,,,,disinterested team member unromantic hospitality,,,,Negative,Negative,
,,,,,,unfresh chicken unfriendly call center noisy visuals,,,Negative,Negative,Negative,
,,,,,,disorganized waitperson dark design,,,,Negative,Negative,
,,,,,,disappointing quiche irritating reservation unsophisticated space,,,Negative,Negative,Negative,
,,,,,,unaware helper unpolished outlook,,,,Negative,Negative,
,,,,,,unhealthy chips poor clerk uncomfortable lighting,,,Negative,Negative,Negative,
,,,,,,hasty delivery unrelaxed room,,,,Negative,Negative,
,,,,,,cold quinoa disrespectful automated service uncomfortable view,,,Negative,Negative,Negative,
,,,,,,hasty concierge dark room,,,,Negative,Negative,
,,,,,,bitter tofu hostile manager unpleasant art,,,Negative,Negative,Negative,
,,,,,,untrustworthy delivery person depressing visuals,,,,Negative,Negative,
,,,,,,salty noodles overwhelmed attendant uninspiring setting,,,Negative,Negative,Negative,
,,,,,,inattentive chatbot bland charm,,,,Negative,Negative,
,,,,,,gummy side dish disinterested bartender dark view,,,Negative,Negative,Negative,
,,,,,,unhelpful concierge unsophisticated interior,,,,Negative,Negative,
,,,,,,inadequate fish and chips slow remote service uncomfortable vibe,,,Negative,Negative,Negative,
,,,,,,unpleasant service representative unsophisticated room,,,,Negative,Negative,
,,,,,,greasy picnic unaccommodating assistant disagreeable energy,,,Negative,Negative,Negative,
,,,,,,distracting customer care stressful interior,,,,Negative,Negative,
,,,,,,burnt fish unhelpful service representative harsh lighting setting,,,Negative,Negative,Negative,
,,,,,,overbearing bartender unpleasant atmosphere,,,,Negative,Negative,
,,,,,,dry tea arrogant attendant uncomfortable setting,,,Negative,Negative,Negative,
,,,,,,slow online support disagreeable environment,,,,Negative,Negative,
,,,,,,too salty picnic awkward attendant dirty style,,,Negative,Negative,Negative,
,,,,,,clumsy helper overcrowded mood,,,,Negative,Negative,
,,,,,,bitter soup overbearing guide chaotic design,,,Negative,Negative,Negative,
,,,,,,awkward customer service unpolished tone,,,,Negative,Negative,
,,,,,,soggy picnic unskilled caregiver shabby space,,,Negative,Negative,Negative,
,,,,,,unpleasant helper noisy layout,,,,Negative,Negative,
,,,,,,disappointing snack impolite caretaker uncomfortable energy,,,Negative,Negative,Negative,
,,,,,,unaccommodating order taker shabby temperature,,,,Negative,Negative,
,,,,,,tough delicacy unconsiderate hostess depressing acoustics,,,Negative,Negative,Negative,
,,,,,,slow maintenance unbalanced outdoor,,,,Negative,Negative,
,,,,,,salty dish disorganized helper stale charm,,,Negative,Negative,Negative,
,,,,,,confused attendant unsightly style,,,,Negative,Negative,
,,,,,,spoiled soup unresponsive service representative bland ambience,,,Negative,Negative,Negative,
,,,,,,awkward maintenance shabby space,,,,Negative,Negative,
,,,,,,unseasoned paella hasty guide chaotic sight,,,Negative,Negative,Negative,
,,,,,,disinterested hostess isolated room,,,,Negative,Negative,
,,,,,,stringy guacamole disrespectful chef disorienting hospitality,,,Negative,Negative,Negative,
,,,,,,unpleasant check-in uncomfortable background,,,,Negative,Negative,
,,,,,,salty sandwich inadequate team disagreeable style,,,Negative,Negative,Negative,
,,,,,,cold waitress chaotic room,,,,Negative,Negative,
,,,,,,stale side dish dismissive helper uncomfortable environment,,,Negative,Negative,Negative,
,,,,,,unhelpful technician too bright furniture,,,,Negative,Negative,
,,,,,,bland fish and chips cold attendant dull structure,,,Negative,Negative,Negative,
,,,,,,overworked guide chaotic vibration,,,,Negative,Negative,
